# frame_no	ssrc	rtp_ts	seq_first	seq_last	seq_count	gaps	frame_id	frame_size_bytes	frame_type	qp	complexity	scene_change	gop_state	idr_inserted	frames_since_idr	capture_us	frame_ready_us	last_pkt_send_us	meta_recv_us	recv_first_us	recv_last_us	sender_ivl_us	recv_ivl_us	encode_dur_us	send_spread_us	latency_est_us
58	b5a10464	1830141094	62604	62640	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235431438	23235435223	-	17855	-	-	-
59	b5a10464	1830142619	62641	62677	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235447097	23235451236	-	15659	-	-	-
60	b5a10464	1830144144	62678	62714	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235464051	23235468251	-	16954	-	-	-
61	b5a10464	1830145669	62715	62751	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235481082	23235485203	-	17031	-	-	-
62	b5a10464	1830147194	62752	62788	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235497893	23235502043	-	16811	-	-	-
63	b5a10464	1830148719	62789	62825	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235515401	23235519615	-	17508	-	-	-
64	b5a10464	1830150244	62826	62862	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235532642	23235536814	-	17241	-	-	-
65	b5a10464	1830151769	62863	62899	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235548665	23235552847	-	16023	-	-	-
66	b5a10464	1830153294	62900	62936	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235566112	23235569839	-	17447	-	-	-
67	b5a10464	1830154819	62937	62973	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235582630	23235586797	-	16518	-	-	-
68	b5a10464	1830156344	62974	63019	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235600608	23235604738	-	17978	-	-	-
69	b5a10464	1830157869	63020	63056	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235616475	23235620636	-	15867	-	-	-
70	b5a10464	1830159394	63057	63093	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235634250	23235638415	-	17775	-	-	-
71	b5a10464	1830160919	63094	63130	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235650257	23235654459	-	16007	-	-	-
72	b5a10464	1830162444	63131	63167	37	0	7925	50979	0	0	97	0	0	0	33	650861096	650864785	650865933	23235671388	23235667438	23235671389	270893	17181	3689	1148	5039
73	b5a10464	1830163969	63168	63204	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235684357	23235688489	-	16919	-	-	-
74	b5a10464	1830165494	63205	63250	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235701513	23235706327	-	17156	-	-	-
75	b5a10464	1830167019	63251	63287	37	0	7928	51003	0	0	97	0	0	0	36	650911894	650915569	650916555	23235722180	23235718371	23235722180	50784	16858	3675	986	5046
76	b5a10464	1830168544	63288	63324	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235736256	23235740032	-	17885	-	-	-
77	b5a10464	1830170069	63325	63361	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235752586	23235756029	-	16330	-	-	-
78	b5a10464	1830171594	63362	63398	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235769368	23235772968	-	16782	-	-	-
79	b5a10464	1830173119	63399	63435	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	23235785894	23235789957	-	16526	-	-	-
